ASNumber,BinValue+-NoiseValue,[BinValue-NoiseValue;BinValue+NoiseValue],(NoisePercent=BinValue/NoiseValue),(Status(NoisePercent<100%);Status(BinValue-NoiseValue>0))
63198,6546+-5671,[875;12217],(86.6%),(visible;positive)
29884,6544+-5671,[873;12215],(86.7%),(visible;positive)
331,6539+-5671,[868;12210],(86.7%),(visible;positive)
26599,6539+-5671,[868;12210],(86.7%),(visible;positive)
198902,6539+-5671,[868;12210],(86.7%),(visible;positive)
13734,6538+-5671,[867;12209],(86.7%),(visible;positive)
56277,6536+-5671,[865;12207],(86.8%),(visible;positive)
132578,6533+-5671,[862;12204],(86.8%),(visible;positive)
133612,6533+-5671,[862;12204],(86.8%),(visible;positive)
136667,6533+-5671,[862;12204],(86.8%),(visible;positive)
30479,6532+-5671,[861;12203],(86.8%),(visible;positive)
136489,6531+-5671,[860;12202],(86.8%),(visible;positive)
206765,6531+-5671,[860;12202],(86.8%),(visible;positive)
135161,6529+-5671,[858;12200],(86.9%),(visible;positive)
11521,6523+-5671,[852;12194],(86.9%),(visible;positive)
56760,6523+-5671,[852;12194],(86.9%),(visible;positive)
200702,6522+-5671,[851;12193],(87.0%),(visible;positive)
202819,6522+-5671,[851;12193],(87.0%),(visible;positive)
44628,6521+-5671,[850;12192],(87.0%),(visible;positive)
55687,6521+-5671,[850;12192],(87.0%),(visible;positive)
206662,6521+-5671,[850;12192],(87.0%),(visible;positive)
16200,6518+-5671,[847;12189],(87.0%),(visible;positive)
16114,6517+-5671,[846;12188],(87.0%),(visible;positive)
53219,6515+-5671,[844;12186],(87.0%),(visible;positive)
262760,6515+-5671,[844;12186],(87.0%),(visible;positive)
135189,6513+-5671,[842;12184],(87.1%),(visible;positive)
133038,6509+-5671,[838;12180],(87.1%),(visible;positive)
50931,6508+-5671,[837;12179],(87.1%),(visible;positive)
9394,6506+-5671,[835;12177],(87.2%),(visible;positive)
12450,6504+-5671,[833;12175],(87.2%),(visible;positive)
51937,6503+-5671,[832;12174],(87.2%),(visible;positive)
60688,6501+-5671,[830;12172],(87.2%),(visible;positive)
264446,6500+-5671,[829;12171],(87.2%),(visible;positive)
56988,6499+-5671,[828;12170],(87.3%),(visible;positive)
43429,6497+-5671,[826;12168],(87.3%),(visible;positive)
63510,6497+-5671,[826;12168],(87.3%),(visible;positive)
55666,6492+-5671,[821;12163],(87.4%),(visible;positive)
59781,6492+-5671,[821;12163],(87.4%),(visible;positive)
27086,6490+-5671,[819;12161],(87.4%),(visible;positive)
395826,6489+-5671,[818;12160],(87.4%),(visible;positive)
46333,6488+-5671,[817;12159],(87.4%),(visible;positive)
35687,6485+-5671,[814;12156],(87.4%),(visible;positive)
2837,6484+-5671,[813;12155],(87.5%),(visible;positive)
201964,6484+-5671,[813;12155],(87.5%),(visible;positive)
395747,6481+-5671,[810;12152],(87.5%),(visible;positive)
8018,6477+-5671,[806;12148],(87.6%),(visible;positive)
60687,6476+-5671,[805;12147],(87.6%),(visible;positive)
57066,6475+-5671,[804;12146],(87.6%),(visible;positive)
132901,6475+-5671,[804;12146],(87.6%),(visible;positive)
34519,6473+-5671,[802;12144],(87.6%),(visible;positive)
6621,6471+-5671,[800;12142],(87.6%),(visible;positive)
55424,6471+-5671,[800;12142],(87.6%),(visible;positive)
3278,6469+-5671,[798;12140],(87.7%),(visible;positive)
14890,6469+-5671,[798;12140],(87.7%),(visible;positive)
46304,6468+-5671,[797;12139],(87.7%),(visible;positive)
47777,6464+-5671,[793;12135],(87.7%),(visible;positive)
133382,6461+-5671,[790;12132],(87.8%),(visible;positive)
24111,6460+-5671,[789;12131],(87.8%),(visible;positive)
20890,6457+-5671,[786;12128],(87.8%),(visible;positive)
41363,6457+-5671,[786;12128],(87.8%),(visible;positive)
44291,6455+-5671,[784;12126],(87.9%),(visible;positive)
206102,6455+-5671,[784;12126],(87.9%),(visible;positive)
10234,6452+-5671,[781;12123],(87.9%),(visible;positive)
204108,6452+-5671,[781;12123],(87.9%),(visible;positive)
199953,6449+-5671,[778;12120],(87.9%),(visible;positive)
56796,6447+-5671,[776;12118],(88.0%),(visible;positive)
6405,6446+-5671,[775;12117],(88.0%),(visible;positive)
36274,6444+-5671,[773;12115],(88.0%),(visible;positive)
59867,6442+-5671,[771;12113],(88.0%),(visible;positive)
396105,6442+-5671,[771;12113],(88.0%),(visible;positive)
12715,6439+-5671,[768;12110],(88.1%),(visible;positive)
262803,6439+-5671,[768;12110],(88.1%),(visible;positive)
264112,6439+-5671,[768;12110],(88.1%),(visible;positive)
54216,6437+-5671,[766;12108],(88.1%),(visible;positive)
266429,6437+-5671,[766;12108],(88.1%),(visible;positive)
7893,6434+-5671,[763;12105],(88.1%),(visible;positive)
40711,6432+-5671,[761;12103],(88.2%),(visible;positive)
52363,6432+-5671,[761;12103],(88.2%),(visible;positive)
198873,6431+-5671,[760;12102],(88.2%),(visible;positive)
264472,6430+-5671,[759;12101],(88.2%),(visible;positive)
60163,6429+-5671,[758;12100],(88.2%),(visible;positive)
49149,6428+-5671,[757;12099],(88.2%),(visible;positive)
24349,6427+-5671,[756;12098],(88.2%),(visible;positive)
38667,6427+-5671,[756;12098],(88.2%),(visible;positive)
197021,6427+-5671,[756;12098],(88.2%),(visible;positive)
19007,6426+-5671,[755;12097],(88.3%),(visible;positive)
57507,6424+-5671,[753;12095],(88.3%),(visible;positive)
6582,6423+-5671,[752;12094],(88.3%),(visible;positive)
31604,6422+-5671,[751;12093],(88.3%),(visible;positive)
36365,6414+-5671,[743;12085],(88.4%),(visible;positive)
196978,6410+-5671,[739;12081],(88.5%),(visible;positive)
197115,6410+-5671,[739;12081],(88.5%),(visible;positive)
265093,6409+-5671,[738;12080],(88.5%),(visible;positive)
43580,6408+-5671,[737;12079],(88.5%),(visible;positive)
52420,6404+-5671,[733;12075],(88.6%),(visible;positive)
133306,6404+-5671,[733;12075],(88.6%),(visible;positive)
395691,6404+-5671,[733;12075],(88.6%),(visible;positive)
263482,6403+-5671,[732;12074],(88.6%),(visible;positive)
266553,6403+-5671,[732;12074],(88.6%),(visible;positive)
199092,6399+-5671,[728;12070],(88.6%),(visible;positive)
23033,6398+-5671,[727;12069],(88.6%),(visible;positive)
54313,6395+-5671,[724;12066],(88.7%),(visible;positive)
132252,6395+-5671,[724;12066],(88.7%),(visible;positive)
13091,6392+-5671,[721;12063],(88.7%),(visible;positive)
59588,6390+-5671,[719;12061],(88.7%),(visible;positive)
262170,6390+-5671,[719;12061],(88.7%),(visible;positive)
266159,6388+-5671,[717;12059],(88.8%),(visible;positive)
40572,6386+-5671,[715;12057],(88.8%),(visible;positive)
30880,6385+-5671,[714;12056],(88.8%),(visible;positive)
48045,6384+-5671,[713;12055],(88.8%),(visible;positive)
6839,6383+-5671,[712;12054],(88.8%),(visible;positive)
51243,6383+-5671,[712;12054],(88.8%),(visible;positive)
24553,6382+-5671,[711;12053],(88.9%),(visible;positive)
21970,6381+-5671,[710;12052],(88.9%),(visible;positive)
46592,6375+-5671,[704;12046],(89.0%),(visible;positive)
205956,6374+-5671,[703;12045],(89.0%),(visible;positive)
37272,6370+-5671,[699;12041],(89.0%),(visible;positive)
40002,6368+-5671,[697;12039],(89.1%),(visible;positive)
20177,6367+-5671,[696;12038],(89.1%),(visible;positive)
60019,6365+-5671,[694;12036],(89.1%),(visible;positive)
52380,6363+-5671,[692;12034],(89.1%),(visible;positive)
62993,6363+-5671,[692;12034],(89.1%),(visible;positive)
199226,6363+-5671,[692;12034],(89.1%),(visible;positive)
136952,6362+-5671,[691;12033],(89.1%),(visible;positive)
34444,6358+-5671,[687;12029],(89.2%),(visible;positive)
393933,6358+-5671,[687;12029],(89.2%),(visible;positive)
48183,6356+-5671,[685;12027],(89.2%),(visible;positive)
58622,6355+-5671,[684;12026],(89.2%),(visible;positive)
10676,6354+-5671,[683;12025],(89.3%),(visible;positive)
4277,6353+-5671,[682;12024],(89.3%),(visible;positive)
34524,6353+-5671,[682;12024],(89.3%),(visible;positive)
39719,6353+-5671,[682;12024],(89.3%),(visible;positive)
203975,6352+-5671,[681;12023],(89.3%),(visible;positive)
40715,6351+-5671,[680;12022],(89.3%),(visible;positive)
8811,6350+-5671,[679;12021],(89.3%),(visible;positive)
36939,6342+-5671,[671;12013],(89.4%),(visible;positive)
19002,6340+-5671,[669;12011],(89.4%),(visible;positive)
2043,6338+-5671,[667;12009],(89.5%),(visible;positive)
10988,6338+-5671,[667;12009],(89.5%),(visible;positive)
22964,6338+-5671,[667;12009],(89.5%),(visible;positive)
34942,6337+-5671,[666;12008],(89.5%),(visible;positive)
18045,6336+-5671,[665;12007],(89.5%),(visible;positive)
266366,6335+-5671,[664;12006],(89.5%),(visible;positive)
44356,6334+-5671,[663;12005],(89.5%),(visible;positive)
58969,6334+-5671,[663;12005],(89.5%),(visible;positive)
13462,6332+-5671,[661;12003],(89.6%),(visible;positive)
5081,6329+-5671,[658;12000],(89.6%),(visible;positive)
28785,6328+-5671,[657;11999],(89.6%),(visible;positive)
51877,6328+-5671,[657;11999],(89.6%),(visible;positive)
8641,6327+-5671,[656;11998],(89.6%),(visible;positive)
60977,6327+-5671,[656;11998],(89.6%),(visible;positive)
348,6326+-5671,[655;11997],(89.6%),(visible;positive)
20656,6319+-5671,[648;11990],(89.7%),(visible;positive)
45427,6318+-5671,[647;11989],(89.8%),(visible;positive)
393424,6318+-5671,[647;11989],(89.8%),(visible;positive)
60295,6315+-5671,[644;11986],(89.8%),(visible;positive)
393644,6315+-5671,[644;11986],(89.8%),(visible;positive)
44244,6313+-5671,[642;11984],(89.8%),(visible;positive)
395651,6313+-5671,[642;11984],(89.8%),(visible;positive)
16788,6312+-5671,[641;11983],(89.8%),(visible;positive)
62605,6311+-5671,[640;11982],(89.9%),(visible;positive)
12637,6310+-5671,[639;11981],(89.9%),(visible;positive)
43678,6309+-5671,[638;11980],(89.9%),(visible;positive)
53453,6307+-5671,[636;11978],(89.9%),(visible;positive)
197186,6304+-5671,[633;11975],(90.0%),(visible;positive)
55967,6303+-5671,[632;11974],(90.0%),(visible;positive)
38260,6301+-5671,[630;11972],(90.0%),(visible;positive)
198242,6300+-5671,[629;11971],(90.0%),(visible;positive)
393427,6300+-5671,[629;11971],(90.0%),(visible;positive)
59963,6299+-5671,[628;11970],(90.0%),(visible;positive)
37519,6297+-5671,[626;11968],(90.1%),(visible;positive)
24331,6291+-5671,[620;11962],(90.1%),(visible;positive)
7473,6290+-5671,[619;11961],(90.2%),(visible;positive)
47198,6290+-5671,[619;11961],(90.2%),(visible;positive)
1379,6285+-5671,[614;11956],(90.2%),(visible;positive)
14877,6283+-5671,[612;11954],(90.3%),(visible;positive)
15426,6283+-5671,[612;11954],(90.3%),(visible;positive)
2641,6282+-5671,[611;11953],(90.3%),(visible;positive)
52048,6281+-5671,[610;11952],(90.3%),(visible;positive)
263758,6281+-5671,[610;11952],(90.3%),(visible;positive)
57796,6280+-5671,[609;11951],(90.3%),(visible;positive)
395383,6278+-5671,[607;11949],(90.3%),(visible;positive)
38372,6277+-5671,[606;11948],(90.3%),(visible;positive)
50458,6277+-5671,[606;11948],(90.3%),(visible;positive)
132915,6276+-5671,[605;11947],(90.4%),(visible;positive)
23873,6275+-5671,[604;11946],(90.4%),(visible;positive)
60773,6270+-5671,[599;11941],(90.4%),(visible;positive)
6703,6269+-5671,[598;11940],(90.5%),(visible;positive)
34624,6269+-5671,[598;11940],(90.5%),(visible;positive)
198992,6269+-5671,[598;11940],(90.5%),(visible;positive)
131354,6268+-5671,[597;11939],(90.5%),(visible;positive)
53386,6263+-5671,[592;11934],(90.5%),(visible;positive)
265303,6262+-5671,[591;11933],(90.6%),(visible;positive)
36100,6261+-5671,[590;11932],(90.6%),(visible;positive)
36476,6261+-5671,[590;11932],(90.6%),(visible;positive)
52964,6261+-5671,[590;11932],(90.6%),(visible;positive)
26777,6252+-5671,[581;11923],(90.7%),(visible;positive)
263300,6250+-5671,[579;11921],(90.7%),(visible;positive)
14112,6249+-5671,[578;11920],(90.8%),(visible;positive)
394779,6249+-5671,[578;11920],(90.8%),(visible;positive)
49301,6247+-5671,[576;11918],(90.8%),(visible;positive)
9499,6246+-5671,[575;11917],(90.8%),(visible;positive)
52480,6246+-5671,[575;11917],(90.8%),(visible;positive)
13106,6245+-5671,[574;11916],(90.8%),(visible;positive)
55508,6244+-5671,[573;11915],(90.8%),(visible;positive)
20699,6243+-5671,[572;11914],(90.8%),(visible;positive)
262862,6242+-5671,[571;11913],(90.9%),(visible;positive)
27468,6241+-5671,[570;11912],(90.9%),(visible;positive)
264176,6239+-5671,[568;11910],(90.9%),(visible;positive)
11426,6237+-5671,[566;11908],(90.9%),(visible;positive)
204271,6237+-5671,[566;11908],(90.9%),(visible;positive)
21288,6236+-5671,[565;11907],(90.9%),(visible;positive)
31091,6235+-5671,[564;11906],(91.0%),(visible;positive)
47841,6235+-5671,[564;11906],(91.0%),(visible;positive)
61338,6233+-5671,[562;11904],(91.0%),(visible;positive)
18035,6232+-5671,[561;11903],(91.0%),(visible;positive)
202220,6232+-5671,[561;11903],(91.0%),(visible;positive)
15190,6231+-5671,[560;11902],(91.0%),(visible;positive)
41704,6230+-5671,[559;11901],(91.0%),(visible;positive)
52484,6229+-5671,[558;11900],(91.0%),(visible;positive)
2147,6227+-5671,[556;11898],(91.1%),(visible;positive)
23469,6227+-5671,[556;11898],(91.1%),(visible;positive)
49962,6226+-5671,[555;11897],(91.1%),(visible;positive)
199772,6224+-5671,[553;11895],(91.1%),(visible;positive)
13918,6223+-5671,[552;11894],(91.1%),(visible;positive)
395949,6223+-5671,[552;11894],(91.1%),(visible;positive)
57107,6221+-5671,[550;11892],(91.2%),(visible;positive)
196733,6220+-5671,[549;11891],(91.2%),(visible;positive)
135718,6217+-5671,[546;11888],(91.2%),(visible;positive)
9116,6216+-5671,[545;11887],(91.2%),(visible;positive)
31208,6216+-5671,[545;11887],(91.2%),(visible;positive)
135691,6216+-5671,[545;11887],(91.2%),(visible;positive)
4261,6215+-5671,[544;11886],(91.2%),(visible;positive)
41473,6215+-5671,[544;11886],(91.2%),(visible;positive)
6711,6213+-5671,[542;11884],(91.3%),(visible;positive)
43781,6209+-5671,[538;11880],(91.3%),(visible;positive)
197765,6209+-5671,[538;11880],(91.3%),(visible;positive)
48159,6208+-5671,[537;11879],(91.3%),(visible;positive)
396094,6206+-5671,[535;11877],(91.4%),(visible;positive)
49848,6205+-5671,[534;11876],(91.4%),(visible;positive)
9476,6204+-5671,[533;11875],(91.4%),(visible;positive)
6095,6203+-5671,[532;11874],(91.4%),(visible;positive)
207152,6203+-5671,[532;11874],(91.4%),(visible;positive)
52533,6198+-5671,[527;11869],(91.5%),(visible;positive)
60357,6197+-5671,[526;11868],(91.5%),(visible;positive)
11782,6195+-5671,[524;11866],(91.5%),(visible;positive)
197685,6194+-5671,[523;11865],(91.6%),(visible;positive)
42102,6193+-5671,[522;11864],(91.6%),(visible;positive)
8612,6191+-5671,[520;11862],(91.6%),(visible;positive)
24481,6191+-5671,[520;11862],(91.6%),(visible;positive)
393605,6191+-5671,[520;11862],(91.6%),(visible;positive)
20303,6189+-5671,[518;11860],(91.6%),(visible;positive)
32509,6189+-5671,[518;11860],(91.6%),(visible;positive)
6712,6188+-5671,[517;11859],(91.6%),(visible;positive)
10952,6186+-5671,[515;11857],(91.7%),(visible;positive)
38401,6182+-5671,[511;11853],(91.7%),(visible;positive)
42579,6182+-5671,[511;11853],(91.7%),(visible;positive)
49762,6181+-5671,[510;11852],(91.7%),(visible;positive)
12357,6180+-5671,[509;11851],(91.8%),(visible;positive)
23015,6180+-5671,[509;11851],(91.8%),(visible;positive)
327719,6180+-5671,[509;11851],(91.8%),(visible;positive)
52546,6179+-5671,[508;11850],(91.8%),(visible;positive)
206581,6177+-5671,[506;11848],(91.8%),(visible;positive)
33953,6175+-5671,[504;11846],(91.8%),(visible;positive)
37443,6175+-5671,[504;11846],(91.8%),(visible;positive)
13216,6173+-5671,[502;11844],(91.9%),(visible;positive)
41531,6172+-5671,[501;11843],(91.9%),(visible;positive)
46904,6172+-5671,[501;11843],(91.9%),(visible;positive)
3061,6170+-5671,[499;11841],(91.9%),(visible;positive)
24137,6170+-5671,[499;11841],(91.9%),(visible;positive)
10091,6169+-5671,[498;11840],(91.9%),(visible;positive)
25125,6169+-5671,[498;11840],(91.9%),(visible;positive)
23703,6167+-5671,[496;11838],(92.0%),(visible;positive)
133093,6167+-5671,[496;11838],(92.0%),(visible;positive)
64840,6166+-5671,[495;11837],(92.0%),(visible;positive)
393415,6166+-5671,[495;11837],(92.0%),(visible;positive)
20470,6164+-5671,[493;11835],(92.0%),(visible;positive)
41475,6163+-5671,[492;11834],(92.0%),(visible;positive)
203928,6163+-5671,[492;11834],(92.0%),(visible;positive)
63,6160+-5671,[489;11831],(92.1%),(visible;positive)
199024,6160+-5671,[489;11831],(92.1%),(visible;positive)
51731,6157+-5671,[486;11828],(92.1%),(visible;positive)
394921,6157+-5671,[486;11828],(92.1%),(visible;positive)
394672,6155+-5671,[484;11826],(92.1%),(visible;positive)
42617,6153+-5671,[482;11824],(92.2%),(visible;positive)
265124,6153+-5671,[482;11824],(92.2%),(visible;positive)
60781,6152+-5671,[481;11823],(92.2%),(visible;positive)
266021,6149+-5671,[478;11820],(92.2%),(visible;positive)
55743,6148+-5671,[477;11819],(92.2%),(visible;positive)
30443,6146+-5671,[475;11817],(92.3%),(visible;positive)
12496,6145+-5671,[474;11816],(92.3%),(visible;positive)
8568,6144+-5671,[473;11815],(92.3%),(visible;positive)
31,6143+-5671,[472;11814],(92.3%),(visible;positive)
44092,6143+-5671,[472;11814],(92.3%),(visible;positive)
10653,6142+-5671,[471;11813],(92.3%),(visible;positive)
28164,6142+-5671,[471;11813],(92.3%),(visible;positive)
41733,6140+-5671,[469;11811],(92.4%),(visible;positive)
43224,6138+-5671,[467;11809],(92.4%),(visible;positive)
50288,6138+-5671,[467;11809],(92.4%),(visible;positive)
16640,6135+-5671,[464;11806],(92.4%),(visible;positive)
34170,6135+-5671,[464;11806],(92.4%),(visible;positive)
27047,6134+-5671,[463;11805],(92.5%),(visible;positive)
57286,6134+-5671,[463;11805],(92.5%),(visible;positive)
60744,6134+-5671,[463;11805],(92.5%),(visible;positive)
53189,6133+-5671,[462;11804],(92.5%),(visible;positive)
30252,6132+-5671,[461;11803],(92.5%),(visible;positive)
265189,6131+-5671,[460;11802],(92.5%),(visible;positive)
38693,6130+-5671,[459;11801],(92.5%),(visible;positive)
393351,6130+-5671,[459;11801],(92.5%),(visible;positive)
10184,6129+-5671,[458;11800],(92.5%),(visible;positive)
26873,6129+-5671,[458;11800],(92.5%),(visible;positive)
46598,6128+-5671,[457;11799],(92.5%),(visible;positive)
53393,6128+-5671,[457;11799],(92.5%),(visible;positive)
202545,6128+-5671,[457;11799],(92.5%),(visible;positive)
45136,6125+-5671,[454;11796],(92.6%),(visible;positive)
48690,6124+-5671,[453;11795],(92.6%),(visible;positive)
197943,6124+-5671,[453;11795],(92.6%),(visible;positive)
7847,6120+-5671,[449;11791],(92.7%),(visible;positive)
13999,6120+-5671,[449;11791],(92.7%),(visible;positive)
32377,6120+-5671,[449;11791],(92.7%),(visible;positive)
45766,6119+-5671,[448;11790],(92.7%),(visible;positive)
49350,6118+-5671,[447;11789],(92.7%),(visible;positive)
265190,6118+-5671,[447;11789],(92.7%),(visible;positive)
57456,6116+-5671,[445;11787],(92.7%),(visible;positive)
16954,6115+-5671,[444;11786],(92.7%),(visible;positive)
197922,6114+-5671,[443;11785],(92.8%),(visible;positive)
27358,6113+-5671,[442;11784],(92.8%),(visible;positive)
46536,6113+-5671,[442;11784],(92.8%),(visible;positive)
133816,6113+-5671,[442;11784],(92.8%),(visible;positive)
40062,6112+-5671,[441;11783],(92.8%),(visible;positive)
136257,6112+-5671,[441;11783],(92.8%),(visible;positive)
393468,6112+-5671,[441;11783],(92.8%),(visible;positive)
21592,6110+-5671,[439;11781],(92.8%),(visible;positive)
395492,6109+-5671,[438;11780],(92.8%),(visible;positive)
201642,6107+-5671,[436;11778],(92.9%),(visible;positive)
49001,6106+-5671,[435;11777],(92.9%),(visible;positive)
27747,6103+-5671,[432;11774],(92.9%),(visible;positive)
37340,6103+-5671,[432;11774],(92.9%),(visible;positive)
1830,6101+-5671,[430;11772],(93.0%),(visible;positive)
22346,6100+-5671,[429;11771],(93.0%),(visible;positive)
26118,6098+-5671,[427;11769],(93.0%),(visible;positive)
31815,6094+-5671,[423;11765],(93.1%),(visible;positive)
61723,6094+-5671,[423;11765],(93.1%),(visible;positive)
37035,6093+-5671,[422;11764],(93.1%),(visible;positive)
53985,6090+-5671,[419;11761],(93.1%),(visible;positive)
19356,6087+-5671,[416;11758],(93.2%),(visible;positive)
26079,6087+-5671,[416;11758],(93.2%),(visible;positive)
32468,6087+-5671,[416;11758],(93.2%),(visible;positive)
40170,6087+-5671,[416;11758],(93.2%),(visible;positive)
64024,6087+-5671,[416;11758],(93.2%),(visible;positive)
15697,6086+-5671,[415;11757],(93.2%),(visible;positive)
55200,6085+-5671,[414;11756],(93.2%),(visible;positive)
134311,6085+-5671,[414;11756],(93.2%),(visible;positive)
23173,6084+-5671,[413;11755],(93.2%),(visible;positive)
30920,6083+-5671,[412;11754],(93.2%),(visible;positive)
266466,6081+-5671,[410;11752],(93.3%),(visible;positive)
51503,6080+-5671,[409;11751],(93.3%),(visible;positive)
545,6079+-5671,[408;11750],(93.3%),(visible;positive)
21573,6079+-5671,[408;11750],(93.3%),(visible;positive)
44537,6079+-5671,[408;11750],(93.3%),(visible;positive)
62318,6076+-5671,[405;11747],(93.3%),(visible;positive)
53082,6073+-5671,[402;11744],(93.4%),(visible;positive)
58612,6072+-5671,[401;11743],(93.4%),(visible;positive)
43771,6071+-5671,[400;11742],(93.4%),(visible;positive)
265664,6071+-5671,[400;11742],(93.4%),(visible;positive)
52960,6070+-5671,[399;11741],(93.4%),(visible;positive)
36258,6069+-5671,[398;11740],(93.4%),(visible;positive)
134306,6069+-5671,[398;11740],(93.4%),(visible;positive)
262493,6069+-5671,[398;11740],(93.4%),(visible;positive)
62408,6068+-5671,[397;11739],(93.5%),(visible;positive)
1412,6067+-5671,[396;11738],(93.5%),(visible;positive)
34190,6067+-5671,[396;11738],(93.5%),(visible;positive)
262589,6067+-5671,[396;11738],(93.5%),(visible;positive)
52927,6065+-5671,[394;11736],(93.5%),(visible;positive)
20705,6064+-5671,[393;11735],(93.5%),(visible;positive)
62900,6064+-5671,[393;11735],(93.5%),(visible;positive)
40555,6063+-5671,[392;11734],(93.5%),(visible;positive)
263145,6061+-5671,[390;11732],(93.6%),(visible;positive)
395580,6060+-5671,[389;11731],(93.6%),(visible;positive)
48119,6057+-5671,[386;11728],(93.6%),(visible;positive)
28951,6056+-5671,[385;11727],(93.6%),(visible;positive)
14869,6055+-5671,[384;11726],(93.7%),(visible;positive)
18990,6052+-5671,[381;11723],(93.7%),(visible;positive)
44725,6052+-5671,[381;11723],(93.7%),(visible;positive)
59659,6051+-5671,[380;11722],(93.7%),(visible;positive)
197423,6051+-5671,[380;11722],(93.7%),(visible;positive)
33470,6050+-5671,[379;11721],(93.7%),(visible;positive)
134413,6050+-5671,[379;11721],(93.7%),(visible;positive)
57881,6049+-5671,[378;11720],(93.8%),(visible;positive)
4672,6048+-5671,[377;11719],(93.8%),(visible;positive)
394129,6048+-5671,[377;11719],(93.8%),(visible;positive)
57749,6046+-5671,[375;11717],(93.8%),(visible;positive)
196852,6045+-5671,[374;11716],(93.8%),(visible;positive)
62423,6044+-5671,[373;11715],(93.8%),(visible;positive)
22754,6042+-5671,[371;11713],(93.9%),(visible;positive)
44690,6040+-5671,[369;11711],(93.9%),(visible;positive)
31145,6038+-5671,[367;11709],(93.9%),(visible;positive)
10240,6037+-5671,[366;11708],(93.9%),(visible;positive)
395557,6037+-5671,[366;11708],(93.9%),(visible;positive)
53233,6035+-5671,[364;11706],(94.0%),(visible;positive)
133848,6033+-5671,[362;11704],(94.0%),(visible;positive)
45324,6032+-5671,[361;11703],(94.0%),(visible;positive)
47645,6031+-5671,[360;11702],(94.0%),(visible;positive)
264285,6031+-5671,[360;11702],(94.0%),(visible;positive)
20540,6029+-5671,[358;11700],(94.1%),(visible;positive)
35593,6028+-5671,[357;11699],(94.1%),(visible;positive)
64251,6028+-5671,[357;11699],(94.1%),(visible;positive)
202573,6028+-5671,[357;11699],(94.1%),(visible;positive)
395951,6028+-5671,[357;11699],(94.1%),(visible;positive)
55480,6026+-5671,[355;11697],(94.1%),(visible;positive)
8447,6025+-5671,[354;11696],(94.1%),(visible;positive)
33362,6025+-5671,[354;11696],(94.1%),(visible;positive)
8989,6023+-5671,[352;11694],(94.2%),(visible;positive)
46967,6021+-5671,[350;11692],(94.2%),(visible;positive)
196686,6021+-5671,[350;11692],(94.2%),(visible;positive)
61710,6018+-5671,[347;11689],(94.2%),(visible;positive)
136948,6016+-5671,[345;11687],(94.3%),(visible;positive)
6639,6015+-5671,[344;11686],(94.3%),(visible;positive)
47178,6012+-5671,[341;11683],(94.3%),(visible;positive)
58067,6012+-5671,[341;11683],(94.3%),(visible;positive)
45750,6011+-5671,[340;11682],(94.3%),(visible;positive)
55552,6010+-5671,[339;11681],(94.4%),(visible;positive)
60484,6010+-5671,[339;11681],(94.4%),(visible;positive)
14389,6009+-5671,[338;11680],(94.4%),(visible;positive)
42696,6009+-5671,[338;11680],(94.4%),(visible;positive)
53001,6009+-5671,[338;11680],(94.4%),(visible;positive)
18532,6007+-5671,[336;11678],(94.4%),(visible;positive)
39682,6005+-5671,[334;11676],(94.4%),(visible;positive)
62801,6005+-5671,[334;11676],(94.4%),(visible;positive)
13439,6001+-5671,[330;11672],(94.5%),(visible;positive)
37301,6000+-5671,[329;11671],(94.5%),(visible;positive)
58725,5999+-5671,[328;11670],(94.5%),(visible;positive)
200059,5996+-5671,[325;11667],(94.6%),(visible;positive)
263096,5995+-5671,[324;11666],(94.6%),(visible;positive)
38759,5994+-5671,[323;11665],(94.6%),(visible;positive)
26156,5993+-5671,[322;11664],(94.6%),(visible;positive)
46152,5993+-5671,[322;11664],(94.6%),(visible;positive)
46627,5993+-5671,[322;11664],(94.6%),(visible;positive)
264228,5993+-5671,[322;11664],(94.6%),(visible;positive)
44415,5989+-5671,[318;11660],(94.7%),(visible;positive)
69017,5989+-5671,[318;11660],(94.7%),(visible;positive)
42772,5985+-5671,[314;11656],(94.8%),(visible;positive)
23391,5984+-5671,[313;11655],(94.8%),(visible;positive)
136239,5984+-5671,[313;11655],(94.8%),(visible;positive)
53002,5982+-5671,[311;11653],(94.8%),(visible;positive)
21962,5972+-5671,[301;11643],(95.0%),(visible;positive)
51672,5972+-5671,[301;11643],(95.0%),(visible;positive)
29069,5970+-5671,[299;11641],(95.0%),(visible;positive)
206332,5970+-5671,[299;11641],(95.0%),(visible;positive)
39320,5969+-5671,[298;11640],(95.0%),(visible;positive)
53119,5968+-5671,[297;11639],(95.0%),(visible;positive)
61701,5968+-5671,[297;11639],(95.0%),(visible;positive)
395252,5968+-5671,[297;11639],(95.0%),(visible;positive)
48136,5967+-5671,[296;11638],(95.0%),(visible;positive)
52787,5967+-5671,[296;11638],(95.0%),(visible;positive)
266079,5966+-5671,[295;11637],(95.1%),(visible;positive)
9327,5964+-5671,[293;11635],(95.1%),(visible;positive)
18136,5963+-5671,[292;11634],(95.1%),(visible;positive)
20909,5963+-5671,[292;11634],(95.1%),(visible;positive)
46692,5963+-5671,[292;11634],(95.1%),(visible;positive)
55378,5963+-5671,[292;11634],(95.1%),(visible;positive)
19193,5958+-5671,[287;11629],(95.2%),(visible;positive)
11910,5957+-5671,[286;11628],(95.2%),(visible;positive)
