ASNumber,BinValue+-NoiseValue,[BinValue-NoiseValue;BinValue+NoiseValue],(NoisePercent=BinValue/NoiseValue),(Status(NoisePercent<100%);Status(BinValue-NoiseValue>0))
23015,-1777+-5671,[-7448;3894],(319.1%),(obscured;zero)
10240,-1798+-5671,[-7469;3873],(315.4%),(obscured;zero)
63333,-1803+-5671,[-7474;3868],(314.5%),(obscured;zero)
32448,-1830+-5671,[-7501;3841],(309.9%),(obscured;zero)
48766,-1834+-5671,[-7505;3837],(309.2%),(obscured;zero)
52546,-1839+-5671,[-7510;3832],(308.4%),(obscured;zero)
60357,-1843+-5671,[-7514;3828],(307.7%),(obscured;zero)
199797,-1845+-5671,[-7516;3826],(307.4%),(obscured;zero)
199346,-1852+-5671,[-7523;3819],(306.2%),(obscured;zero)
61731,-1870+-5671,[-7541;3801],(303.3%),(obscured;zero)
40062,-1871+-5671,[-7542;3800],(303.1%),(obscured;zero)
60235,-1884+-5671,[-7555;3787],(301.0%),(obscured;zero)
203239,-1885+-5671,[-7556;3786],(300.8%),(obscured;zero)
204271,-1886+-5671,[-7557;3785],(300.7%),(obscured;zero)
395492,-1887+-5671,[-7558;3784],(300.5%),(obscured;zero)
28951,-1892+-5671,[-7563;3779],(299.7%),(obscured;zero)
4786,-1902+-5671,[-7573;3769],(298.2%),(obscured;zero)
15399,-1906+-5671,[-7577;3765],(297.5%),(obscured;zero)
9327,-1913+-5671,[-7584;3758],(296.4%),(obscured;zero)
63112,-1935+-5671,[-7606;3736],(293.1%),(obscured;zero)
198873,-1938+-5671,[-7609;3733],(292.6%),(obscured;zero)
262707,-1946+-5671,[-7617;3725],(291.4%),(obscured;zero)
24920,-1973+-5671,[-7644;3698],(287.4%),(obscured;zero)
43429,-1974+-5671,[-7645;3697],(287.3%),(obscured;zero)
30465,-1975+-5671,[-7646;3696],(287.1%),(obscured;zero)
34190,-1975+-5671,[-7646;3696],(287.1%),(obscured;zero)
262862,-1987+-5671,[-7658;3684],(285.4%),(obscured;zero)
64228,-1994+-5671,[-7665;3677],(284.4%),(obscured;zero)
19356,-1997+-5671,[-7668;3674],(284.0%),(obscured;zero)
17153,-2006+-5671,[-7677;3665],(282.7%),(obscured;zero)
26775,-2008+-5671,[-7679;3663],(282.4%),(obscured;zero)
265722,-2009+-5671,[-7680;3662],(282.3%),(obscured;zero)
12496,-2024+-5671,[-7695;3647],(280.2%),(obscured;zero)
22687,-2024+-5671,[-7695;3647],(280.2%),(obscured;zero)
44092,-2025+-5671,[-7696;3646],(280.0%),(obscured;zero)
46781,-2026+-5671,[-7697;3645],(279.9%),(obscured;zero)
18201,-2033+-5671,[-7704;3638],(278.9%),(obscured;zero)
40657,-2056+-5671,[-7727;3615],(275.8%),(obscured;zero)
7381,-2058+-5671,[-7729;3613],(275.6%),(obscured;zero)
17108,-2058+-5671,[-7729;3613],(275.6%),(obscured;zero)
46304,-2058+-5671,[-7729;3613],(275.6%),(obscured;zero)
14653,-2060+-5671,[-7731;3611],(275.3%),(obscured;zero)
135267,-2062+-5671,[-7733;3609],(275.0%),(obscured;zero)
33934,-2075+-5671,[-7746;3596],(273.3%),(obscured;zero)
264823,-2078+-5671,[-7749;3593],(272.9%),(obscured;zero)
41971,-2093+-5671,[-7764;3578],(271.0%),(obscured;zero)
136667,-2098+-5671,[-7769;3573],(270.3%),(obscured;zero)
48152,-2100+-5671,[-7771;3571],(270.0%),(obscured;zero)
58021,-2123+-5671,[-7794;3548],(267.1%),(obscured;zero)
14832,-2124+-5671,[-7795;3547],(267.0%),(obscured;zero)
61709,-2126+-5671,[-7797;3545],(266.7%),(obscured;zero)
11539,-2157+-5671,[-7828;3514],(262.9%),(obscured;zero)
395486,-2157+-5671,[-7828;3514],(262.9%),(obscured;zero)
9476,-2162+-5671,[-7833;3509],(262.3%),(obscured;zero)
39035,-2170+-5671,[-7841;3501],(261.3%),(obscured;zero)
37454,-2173+-5671,[-7844;3498],(261.0%),(obscured;zero)
18045,-2178+-5671,[-7849;3493],(260.4%),(obscured;zero)
199494,-2178+-5671,[-7849;3493],(260.4%),(obscured;zero)
59867,-2181+-5671,[-7852;3490],(260.0%),(obscured;zero)
34324,-2184+-5671,[-7855;3487],(259.7%),(obscured;zero)
56050,-2185+-5671,[-7856;3486],(259.5%),(obscured;zero)
1412,-2191+-5671,[-7862;3480],(258.8%),(obscured;zero)
20890,-2194+-5671,[-7865;3477],(258.5%),(obscured;zero)
43104,-2197+-5671,[-7868;3474],(258.1%),(obscured;zero)
60220,-2207+-5671,[-7878;3464],(257.0%),(obscured;zero)
199953,-2207+-5671,[-7878;3464],(257.0%),(obscured;zero)
54923,-2214+-5671,[-7885;3457],(256.1%),(obscured;zero)
14869,-2215+-5671,[-7886;3456],(256.0%),(obscured;zero)
199635,-2224+-5671,[-7895;3447],(255.0%),(obscured;zero)
23719,-2236+-5671,[-7907;3435],(253.6%),(obscured;zero)
47777,-2236+-5671,[-7907;3435],(253.6%),(obscured;zero)
22515,-2249+-5671,[-7920;3422],(252.2%),(obscured;zero)
197021,-2251+-5671,[-7922;3420],(251.9%),(obscured;zero)
197186,-2251+-5671,[-7922;3420],(251.9%),(obscured;zero)
206662,-2262+-5671,[-7933;3409],(250.7%),(obscured;zero)
8917,-2284+-5671,[-7955;3387],(248.3%),(obscured;zero)
52484,-2287+-5671,[-7958;3384],(248.0%),(obscured;zero)
31131,-2288+-5671,[-7959;3383],(247.9%),(obscured;zero)
47820,-2292+-5671,[-7963;3379],(247.4%),(obscured;zero)
43580,-2295+-5671,[-7966;3376],(247.1%),(obscured;zero)
30790,-2298+-5671,[-7969;3373],(246.8%),(obscured;zero)
207152,-2314+-5671,[-7985;3357],(245.1%),(obscured;zero)
49456,-2320+-5671,[-7991;3351],(244.4%),(obscured;zero)
394725,-2326+-5671,[-7997;3345],(243.8%),(obscured;zero)
395252,-2327+-5671,[-7998;3344],(243.7%),(obscured;zero)
24847,-2331+-5671,[-8002;3340],(243.3%),(obscured;zero)
262967,-2334+-5671,[-8005;3337],(243.0%),(obscured;zero)
17817,-2337+-5671,[-8008;3334],(242.7%),(obscured;zero)
55963,-2338+-5671,[-8009;3333],(242.6%),(obscured;zero)
63098,-2347+-5671,[-8018;3324],(241.6%),(obscured;zero)
264812,-2357+-5671,[-8028;3314],(240.6%),(obscured;zero)
8641,-2370+-5671,[-8041;3301],(239.3%),(obscured;zero)
57809,-2374+-5671,[-8045;3297],(238.9%),(obscured;zero)
135440,-2384+-5671,[-8055;3287],(237.9%),(obscured;zero)
265442,-2388+-5671,[-8059;3283],(237.5%),(obscured;zero)
24024,-2397+-5671,[-8068;3274],(236.6%),(obscured;zero)
13243,-2399+-5671,[-8070;3272],(236.4%),(obscured;zero)
59185,-2404+-5671,[-8075;3267],(235.9%),(obscured;zero)
132881,-2405+-5671,[-8076;3266],(235.8%),(obscured;zero)
58539,-2408+-5671,[-8079;3263],(235.5%),(obscured;zero)
136211,-2413+-5671,[-8084;3258],(235.0%),(obscured;zero)
50045,-2421+-5671,[-8092;3250],(234.2%),(obscured;zero)
63954,-2425+-5671,[-8096;3246],(233.9%),(obscured;zero)
55816,-2430+-5671,[-8101;3241],(233.4%),(obscured;zero)
58969,-2442+-5671,[-8113;3229],(232.2%),(obscured;zero)
14453,-2444+-5671,[-8115;3227],(232.0%),(obscured;zero)
23786,-2467+-5671,[-8138;3204],(229.9%),(obscured;zero)
24619,-2467+-5671,[-8138;3204],(229.9%),(obscured;zero)
40716,-2474+-5671,[-8145;3197],(229.2%),(obscured;zero)
29070,-2476+-5671,[-8147;3195],(229.0%),(obscured;zero)
9709,-2494+-5671,[-8165;3177],(227.4%),(obscured;zero)
47754,-2494+-5671,[-8165;3177],(227.4%),(obscured;zero)
11409,-2496+-5671,[-8167;3175],(227.2%),(obscured;zero)
17218,-2508+-5671,[-8179;3163],(226.1%),(obscured;zero)
23232,-2524+-5671,[-8195;3147],(224.7%),(obscured;zero)
15902,-2525+-5671,[-8196;3146],(224.6%),(obscured;zero)
197702,-2527+-5671,[-8198;3144],(224.4%),(obscured;zero)
32802,-2531+-5671,[-8202;3140],(224.1%),(obscured;zero)
52186,-2538+-5671,[-8209;3133],(223.4%),(obscured;zero)
31140,-2540+-5671,[-8211;3131],(223.3%),(obscured;zero)
52048,-2558+-5671,[-8229;3113],(221.7%),(obscured;zero)
206332,-2558+-5671,[-8229;3113],(221.7%),(obscured;zero)
10091,-2559+-5671,[-8230;3112],(221.6%),(obscured;zero)
38401,-2559+-5671,[-8230;3112],(221.6%),(obscured;zero)
56777,-2562+-5671,[-8233;3109],(221.4%),(obscured;zero)
62951,-2564+-5671,[-8235;3107],(221.2%),(obscured;zero)
51906,-2582+-5671,[-8253;3089],(219.6%),(obscured;zero)
197495,-2582+-5671,[-8253;3089],(219.6%),(obscured;zero)
52480,-2611+-5671,[-8282;3060],(217.2%),(obscured;zero)
132753,-2623+-5671,[-8294;3048],(216.2%),(obscured;zero)
264285,-2626+-5671,[-8297;3045],(216.0%),(obscured;zero)
35307,-2632+-5671,[-8303;3039],(215.5%),(obscured;zero)
206225,-2632+-5671,[-8303;3039],(215.5%),(obscured;zero)
393763,-2647+-5671,[-8318;3024],(214.2%),(obscured;zero)
202909,-2650+-5671,[-8321;3021],(214.0%),(obscured;zero)
394396,-2650+-5671,[-8321;3021],(214.0%),(obscured;zero)
136935,-2651+-5671,[-8322;3020],(213.9%),(obscured;zero)
62408,-2658+-5671,[-8329;3013],(213.4%),(obscured;zero)
262732,-2658+-5671,[-8329;3013],(213.4%),(obscured;zero)
33362,-2660+-5671,[-8331;3011],(213.2%),(obscured;zero)
33343,-2666+-5671,[-8337;3005],(212.7%),(obscured;zero)
393976,-2667+-5671,[-8338;3004],(212.6%),(obscured;zero)
44420,-2672+-5671,[-8343;2999],(212.2%),(obscured;zero)
51953,-2672+-5671,[-8343;2999],(212.2%),(obscured;zero)
263145,-2680+-5671,[-8351;2991],(211.6%),(obscured;zero)
197775,-2681+-5671,[-8352;2990],(211.5%),(obscured;zero)
18943,-2687+-5671,[-8358;2984],(211.1%),(obscured;zero)
198618,-2692+-5671,[-8363;2979],(210.7%),(obscured;zero)
20705,-2703+-5671,[-8374;2968],(209.8%),(obscured;zero)
41132,-2706+-5671,[-8377;2965],(209.6%),(obscured;zero)
63510,-2706+-5671,[-8377;2965],(209.6%),(obscured;zero)
136377,-2727+-5671,[-8398;2944],(208.0%),(obscured;zero)
48222,-2731+-5671,[-8402;2940],(207.7%),(obscured;zero)
135846,-2739+-5671,[-8410;2932],(207.0%),(obscured;zero)
203762,-2758+-5671,[-8429;2913],(205.6%),(obscured;zero)
62696,-2762+-5671,[-8433;2909],(205.3%),(obscured;zero)
13877,-2777+-5671,[-8448;2894],(204.2%),(obscured;zero)
24210,-2786+-5671,[-8457;2885],(203.6%),(obscured;zero)
51503,-2790+-5671,[-8461;2881],(203.3%),(obscured;zero)
262170,-2800+-5671,[-8471;2871],(202.5%),(obscured;zero)
31791,-2802+-5671,[-8473;2869],(202.4%),(obscured;zero)
263501,-2821+-5671,[-8492;2850],(201.0%),(obscured;zero)
8588,-2824+-5671,[-8495;2847],(200.8%),(obscured;zero)
55106,-2844+-5671,[-8515;2827],(199.4%),(obscured;zero)
13443,-2845+-5671,[-8516;2826],(199.3%),(obscured;zero)
198242,-2846+-5671,[-8517;2825],(199.3%),(obscured;zero)
59686,-2847+-5671,[-8518;2824],(199.2%),(obscured;zero)
57107,-2863+-5671,[-8534;2808],(198.1%),(obscured;zero)
46967,-2865+-5671,[-8536;2806],(197.9%),(obscured;zero)
56277,-2869+-5671,[-8540;2802],(197.7%),(obscured;zero)
36365,-2876+-5671,[-8547;2795],(197.2%),(obscured;zero)
136090,-2884+-5671,[-8555;2787],(196.6%),(obscured;zero)
49983,-2889+-5671,[-8560;2782],(196.3%),(obscured;zero)
46057,-2892+-5671,[-8563;2779],(196.1%),(obscured;zero)
135751,-2917+-5671,[-8588;2754],(194.4%),(obscured;zero)
267460,-2923+-5671,[-8594;2748],(194.0%),(obscured;zero)
36046,-2927+-5671,[-8598;2744],(193.7%),(obscured;zero)
393424,-2938+-5671,[-8609;2733],(193.0%),(obscured;zero)
55743,-2947+-5671,[-8618;2724],(192.4%),(obscured;zero)
38517,-2969+-5671,[-8640;2702],(191.0%),(obscured;zero)
199024,-2993+-5671,[-8664;2678],(189.5%),(obscured;zero)
20351,-2996+-5671,[-8667;2675],(189.3%),(obscured;zero)
58976,-2997+-5671,[-8668;2674],(189.2%),(obscured;zero)
6813,-3000+-5671,[-8671;2671],(189.0%),(obscured;zero)
13312,-3011+-5671,[-8682;2660],(188.3%),(obscured;zero)
59963,-3016+-5671,[-8687;2655],(188.0%),(obscured;zero)
30443,-3024+-5671,[-8695;2647],(187.5%),(obscured;zero)
11594,-3031+-5671,[-8702;2640],(187.1%),(obscured;zero)
16402,-3042+-5671,[-8713;2629],(186.4%),(obscured;zero)
52187,-3078+-5671,[-8749;2593],(184.2%),(obscured;zero)
25949,-3082+-5671,[-8753;2589],(184.0%),(obscured;zero)
50536,-3085+-5671,[-8756;2586],(183.8%),(obscured;zero)
263516,-3092+-5671,[-8763;2579],(183.4%),(obscured;zero)
132053,-3103+-5671,[-8774;2568],(182.8%),(obscured;zero)
266604,-3105+-5671,[-8776;2566],(182.6%),(obscured;zero)
8568,-3112+-5671,[-8783;2559],(182.2%),(obscured;zero)
35039,-3115+-5671,[-8786;2556],(182.1%),(obscured;zero)
49001,-3118+-5671,[-8789;2553],(181.9%),(obscured;zero)
57811,-3140+-5671,[-8811;2531],(180.6%),(obscured;zero)
331,-3148+-5671,[-8819;2523],(180.1%),(obscured;zero)
64432,-3152+-5671,[-8823;2519],(179.9%),(obscured;zero)
60103,-3153+-5671,[-8824;2518],(179.9%),(obscured;zero)
205956,-3155+-5671,[-8826;2516],(179.7%),(obscured;zero)
34456,-3176+-5671,[-8847;2495],(178.6%),(obscured;zero)
61334,-3184+-5671,[-8855;2487],(178.1%),(obscured;zero)
57749,-3185+-5671,[-8856;2486],(178.1%),(obscured;zero)
13106,-3193+-5671,[-8864;2478],(177.6%),(obscured;zero)
5710,-3199+-5671,[-8870;2472],(177.3%),(obscured;zero)
1798,-3200+-5671,[-8871;2471],(177.2%),(obscured;zero)
133600,-3213+-5671,[-8884;2458],(176.5%),(obscured;zero)
23703,-3216+-5671,[-8887;2455],(176.3%),(obscured;zero)
44415,-3225+-5671,[-8896;2446],(175.8%),(obscured;zero)
56918,-3228+-5671,[-8899;2443],(175.7%),(obscured;zero)
263590,-3238+-5671,[-8909;2433],(175.1%),(obscured;zero)
14997,-3239+-5671,[-8910;2432],(175.1%),(obscured;zero)
264186,-3261+-5671,[-8932;2410],(173.9%),(obscured;zero)
2837,-3262+-5671,[-8933;2409],(173.9%),(obscured;zero)
51439,-3262+-5671,[-8933;2409],(173.9%),(obscured;zero)
262493,-3283+-5671,[-8954;2388],(172.7%),(obscured;zero)
36286,-3285+-5671,[-8956;2386],(172.6%),(obscured;zero)
52294,-3286+-5671,[-8957;2385],(172.6%),(obscured;zero)
22241,-3301+-5671,[-8972;2370],(171.8%),(obscured;zero)
48754,-3304+-5671,[-8975;2367],(171.6%),(obscured;zero)
13091,-3309+-5671,[-8980;2362],(171.4%),(obscured;zero)
35547,-3351+-5671,[-9022;2320],(169.2%),(obscured;zero)
45265,-3383+-5671,[-9054;2288],(167.6%),(obscured;zero)
62797,-3392+-5671,[-9063;2279],(167.2%),(obscured;zero)
41701,-3424+-5671,[-9095;2247],(165.6%),(obscured;zero)
262983,-3431+-5671,[-9102;2240],(165.3%),(obscured;zero)
263120,-3448+-5671,[-9119;2223],(164.5%),(obscured;zero)
24331,-3453+-5671,[-9124;2218],(164.2%),(obscured;zero)
38808,-3457+-5671,[-9128;2214],(164.0%),(obscured;zero)
47496,-3461+-5671,[-9132;2210],(163.9%),(obscured;zero)
23732,-3463+-5671,[-9134;2208],(163.8%),(obscured;zero)
135105,-3472+-5671,[-9143;2199],(163.3%),(obscured;zero)
52380,-3480+-5671,[-9151;2191],(163.0%),(obscured;zero)
20303,-3486+-5671,[-9157;2185],(162.7%),(obscured;zero)
53486,-3489+-5671,[-9160;2182],(162.5%),(obscured;zero)
8381,-3492+-5671,[-9163;2179],(162.4%),(obscured;zero)
31604,-3501+-5671,[-9172;2170],(162.0%),(obscured;zero)
44654,-3512+-5671,[-9183;2159],(161.5%),(obscured;zero)
19594,-3519+-5671,[-9190;2152],(161.2%),(obscured;zero)
28123,-3522+-5671,[-9193;2149],(161.0%),(obscured;zero)
135399,-3526+-5671,[-9197;2145],(160.8%),(obscured;zero)
206765,-3528+-5671,[-9199;2143],(160.7%),(obscured;zero)
16188,-3531+-5671,[-9202;2140],(160.6%),(obscured;zero)
136454,-3540+-5671,[-9211;2131],(160.2%),(obscured;zero)
133306,-3558+-5671,[-9229;2113],(159.4%),(obscured;zero)
49301,-3563+-5671,[-9234;2108],(159.2%),(obscured;zero)
264200,-3580+-5671,[-9251;2091],(158.4%),(obscured;zero)
57741,-3588+-5671,[-9259;2083],(158.1%),(obscured;zero)
202791,-3601+-5671,[-9272;2070],(157.5%),(obscured;zero)
62703,-3606+-5671,[-9277;2065],(157.3%),(obscured;zero)
22489,-3616+-5671,[-9287;2055],(156.8%),(obscured;zero)
52685,-3662+-5671,[-9333;2009],(154.9%),(obscured;zero)
42100,-3666+-5671,[-9337;2005],(154.7%),(obscured;zero)
393933,-3672+-5671,[-9343;1999],(154.4%),(obscured;zero)
266445,-3684+-5671,[-9355;1987],(153.9%),(obscured;zero)
8577,-3687+-5671,[-9358;1984],(153.8%),(obscured;zero)
6639,-3694+-5671,[-9365;1977],(153.5%),(obscured;zero)
50227,-3697+-5671,[-9368;1974],(153.4%),(obscured;zero)
393468,-3698+-5671,[-9369;1973],(153.4%),(obscured;zero)
131354,-3702+-5671,[-9373;1969],(153.2%),(obscured;zero)
206497,-3712+-5671,[-9383;1959],(152.8%),(obscured;zero)
53049,-3723+-5671,[-9394;1948],(152.3%),(obscured;zero)
49762,-3742+-5671,[-9413;1929],(151.5%),(obscured;zero)
12217,-3743+-5671,[-9414;1928],(151.5%),(obscured;zero)
20909,-3751+-5671,[-9422;1920],(151.2%),(obscured;zero)
327719,-3761+-5671,[-9432;1910],(150.8%),(obscured;zero)
36258,-3767+-5671,[-9438;1904],(150.5%),(obscured;zero)
395951,-3777+-5671,[-9448;1894],(150.1%),(obscured;zero)
202545,-3781+-5671,[-9452;1890],(150.0%),(obscured;zero)
53083,-3804+-5671,[-9475;1867],(149.1%),(obscured;zero)
33514,-3836+-5671,[-9507;1835],(147.8%),(obscured;zero)
32509,-3864+-5671,[-9535;1807],(146.8%),(obscured;zero)
37443,-3874+-5671,[-9545;1797],(146.4%),(obscured;zero)
50665,-3880+-5671,[-9551;1791],(146.2%),(obscured;zero)
197952,-3924+-5671,[-9595;1747],(144.5%),(obscured;zero)
45941,-3928+-5671,[-9599;1743],(144.4%),(obscured;zero)
133816,-3944+-5671,[-9615;1727],(143.8%),(obscured;zero)
263723,-3955+-5671,[-9626;1716],(143.4%),(obscured;zero)
202725,-4027+-5671,[-9698;1644],(140.8%),(obscured;zero)
15644,-4044+-5671,[-9715;1627],(140.2%),(obscured;zero)
206581,-4071+-5671,[-9742;1600],(139.3%),(obscured;zero)
42518,-4086+-5671,[-9757;1585],(138.8%),(obscured;zero)
132819,-4104+-5671,[-9775;1567],(138.2%),(obscured;zero)
49848,-4105+-5671,[-9776;1566],(138.1%),(obscured;zero)
36020,-4114+-5671,[-9785;1557],(137.8%),(obscured;zero)
262562,-4122+-5671,[-9793;1549],(137.6%),(obscured;zero)
263765,-4123+-5671,[-9794;1548],(137.5%),(obscured;zero)
4196,-4133+-5671,[-9804;1538],(137.2%),(obscured;zero)
4466,-4135+-5671,[-9806;1536],(137.1%),(obscured;zero)
60749,-4157+-5671,[-9828;1514],(136.4%),(obscured;zero)
134413,-4166+-5671,[-9837;1505],(136.1%),(obscured;zero)
26777,-4209+-5671,[-9880;1462],(134.7%),(obscured;zero)
22959,-4229+-5671,[-9900;1442],(134.1%),(obscured;zero)
54881,-4242+-5671,[-9913;1429],(133.7%),(obscured;zero)
43706,-4244+-5671,[-9915;1427],(133.6%),(obscured;zero)
37301,-4275+-5671,[-9946;1396],(132.7%),(obscured;zero)
3180,-4315+-5671,[-9986;1356],(131.4%),(obscured;zero)
263284,-4319+-5671,[-9990;1352],(131.3%),(obscured;zero)
18114,-4340+-5671,[-10011;1331],(130.7%),(obscured;zero)
396522,-4341+-5671,[-10012;1330],(130.6%),(obscured;zero)
262186,-4351+-5671,[-10022;1320],(130.3%),(obscured;zero)
53001,-4355+-5671,[-10026;1316],(130.2%),(obscured;zero)
132316,-4390+-5671,[-10061;1281],(129.2%),(obscured;zero)
44356,-4392+-5671,[-10063;1279],(129.1%),(obscured;zero)
3279,-4408+-5671,[-10079;1263],(128.7%),(obscured;zero)
198613,-4428+-5671,[-10099;1243],(128.1%),(obscured;zero)
19993,-4477+-5671,[-10148;1194],(126.7%),(obscured;zero)
46055,-4479+-5671,[-10150;1192],(126.6%),(obscured;zero)
49702,-4491+-5671,[-10162;1180],(126.3%),(obscured;zero)
396109,-4515+-5671,[-10186;1156],(125.6%),(obscured;zero)
8452,-4541+-5671,[-10212;1130],(124.9%),(obscured;zero)
60688,-4550+-5671,[-10221;1121],(124.6%),(obscured;zero)
17766,-4552+-5671,[-10223;1119],(124.6%),(obscured;zero)
396070,-4578+-5671,[-10249;1093],(123.9%),(obscured;zero)
205107,-4595+-5671,[-10266;1076],(123.4%),(obscured;zero)
32752,-4632+-5671,[-10303;1039],(122.4%),(obscured;zero)
38260,-4635+-5671,[-10306;1036],(122.4%),(obscured;zero)
58702,-4650+-5671,[-10321;1021],(122.0%),(obscured;zero)
36814,-4662+-5671,[-10333;1009],(121.6%),(obscured;zero)
53964,-4679+-5671,[-10350;992],(121.2%),(obscured;zero)
34199,-4696+-5671,[-10367;975],(120.8%),(obscured;zero)
13799,-4713+-5671,[-10384;958],(120.3%),(obscured;zero)
23096,-4722+-5671,[-10393;949],(120.1%),(obscured;zero)
51690,-4732+-5671,[-10403;939],(119.8%),(obscured;zero)
394571,-4735+-5671,[-10406;936],(119.8%),(obscured;zero)
14707,-4788+-5671,[-10459;883],(118.4%),(obscured;zero)
266256,-4826+-5671,[-10497;845],(117.5%),(obscured;zero)
57066,-4872+-5671,[-10543;799],(116.4%),(obscured;zero)
4903,-4899+-5671,[-10570;772],(115.8%),(obscured;zero)
7080,-4907+-5671,[-10578;764],(115.6%),(obscured;zero)
55330,-4910+-5671,[-10581;761],(115.5%),(obscured;zero)
35146,-4958+-5671,[-10629;713],(114.4%),(obscured;zero)
1945,-4977+-5671,[-10648;694],(113.9%),(obscured;zero)
393362,-4978+-5671,[-10649;693],(113.9%),(obscured;zero)
42772,-4990+-5671,[-10661;681],(113.6%),(obscured;zero)
203980,-5000+-5671,[-10671;671],(113.4%),(obscured;zero)
206687,-5010+-5671,[-10681;661],(113.2%),(obscured;zero)
24137,-5050+-5671,[-10721;621],(112.3%),(obscured;zero)
52966,-5069+-5671,[-10740;602],(111.9%),(obscured;zero)
136214,-5087+-5671,[-10758;584],(111.5%),(obscured;zero)
134269,-5092+-5671,[-10763;579],(111.4%),(obscured;zero)
46501,-5106+-5671,[-10777;565],(111.1%),(obscured;zero)
12346,-5143+-5671,[-10814;528],(110.3%),(obscured;zero)
60824,-5145+-5671,[-10816;526],(110.2%),(obscured;zero)
136489,-5217+-5671,[-10888;454],(108.7%),(obscured;zero)
15405,-5226+-5671,[-10897;445],(108.5%),(obscured;zero)
13612,-5323+-5671,[-10994;348],(106.5%),(obscured;zero)
205171,-5377+-5671,[-11048;294],(105.5%),(obscured;zero)
263307,-5387+-5671,[-11058;284],(105.3%),(obscured;zero)
8283,-5432+-5671,[-11103;239],(104.4%),(obscured;zero)
198356,-5432+-5671,[-11103;239],(104.4%),(obscured;zero)
54452,-5478+-5671,[-11149;193],(103.5%),(obscured;zero)
21615,-5537+-5671,[-11208;134],(102.4%),(obscured;zero)
328207,-5548+-5671,[-11219;123],(102.2%),(obscured;zero)
20522,-5566+-5671,[-11237;105],(101.9%),(obscured;zero)
197115,-5587+-5671,[-11258;84],(101.5%),(obscured;zero)
35769,-5593+-5671,[-11264;78],(101.4%),(obscured;zero)
198881,-5637+-5671,[-11308;34],(100.6%),(obscured;zero)
28836,-5647+-5671,[-11318;24],(100.4%),(obscured;zero)
34893,-5649+-5671,[-11320;22],(100.4%),(obscured;zero)
58486,-5676+-5671,[-11347;-5],(99.9%),(visible;zero)
197922,-5698+-5671,[-11369;-27],(99.5%),(visible;zero)
201143,-5706+-5671,[-11377;-35],(99.4%),(visible;zero)
393513,-5744+-5671,[-11415;-73],(98.7%),(visible;zero)
61223,-5917+-5671,[-11588;-246],(95.8%),(visible;zero)
41582,-5933+-5671,[-11604;-262],(95.6%),(visible;zero)
263512,-6024+-5671,[-11695;-353],(94.1%),(visible;zero)
52787,-6376+-5671,[-12047;-705],(88.9%),(visible;zero)
19863,-6431+-5671,[-12102;-760],(88.2%),(visible;zero)
545,-6589+-5671,[-12260;-918],(86.1%),(visible;zero)
55687,-6590+-5671,[-12261;-919],(86.1%),(visible;zero)
198917,-6746+-5671,[-12417;-1075],(84.1%),(visible;zero)
56411,-6748+-5671,[-12419;-1077],(84.0%),(visible;zero)
198774,-6790+-5671,[-12461;-1119],(83.5%),(visible;zero)
132670,-7027+-5671,[-12698;-1356],(80.7%),(visible;zero)
265190,-7191+-5671,[-12862;-1520],(78.9%),(visible;zero)
396105,-7250+-5671,[-12921;-1579],(78.2%),(visible;zero)
5081,-7323+-5671,[-12994;-1652],(77.4%),(visible;zero)
197550,-7375+-5671,[-13046;-1704],(76.9%),(visible;zero)
57485,-7389+-5671,[-13060;-1718],(76.7%),(visible;zero)
53483,-7398+-5671,[-13069;-1727],(76.7%),(visible;zero)
30402,-7550+-5671,[-13221;-1879],(75.1%),(visible;zero)
9394,-7835+-5671,[-13506;-2164],(72.4%),(visible;zero)
Unmatched,2185248+-5671,[2179577;2190919],(0.3%),(visible;positive)
EntryConnectionCount,7046671+-5671,[7041000;7052342],(0.1%),(visible;positive)
