CounterName,BinValue+-NoiseValue,[BinValue-NoiseValue;BinValue+NoiseValue]
Total,32026563+-6036309,[25990254;38062872]
Subsequent,33115584+-5481075,[27634509;38596659]
Initial,1612360+-555234,[1057126;2167594]
IPv4Initial,454192+-555234,[-101042;1009426]
IPv6Initial,-235913+-555234,[-791147;319321]
HostnameInitial,1788780+-555234,[1233546;2344014]
HostnameNonWebInitial,-94369+-333064,[-427433;238695]
HostnameWebInitial,1547952+-333064,[1214888;1881016]
